Table Size,Algorithm,Comparator,Average Time (ns)
484,insertion,Relevance Ascending,25425
487,insertion,Relevance Ascending,19350
490,insertion,Relevance Ascending,14550
493,insertion,Relevance Ascending,14725
496,insertion,Relevance Ascending,12725
499,insertion,Relevance Ascending,16000
502,insertion,Relevance Ascending,16275
505,insertion,Relevance Ascending,14733
508,insertion,Relevance Ascending,14350
511,insertion,Relevance Ascending,13066
514,insertion,Relevance Ascending,15533
517,insertion,Relevance Ascending,13250
520,insertion,Relevance Ascending,13500
523,insertion,Relevance Ascending,15400
526,insertion,Relevance Ascending,13450
529,insertion,Relevance Ascending,15000
532,insertion,Relevance Ascending,13725
535,insertion,Relevance Ascending,16575
538,insertion,Relevance Ascending,15200
541,insertion,Relevance Ascending,16600
544,insertion,Relevance Ascending,18025
547,insertion,Relevance Ascending,21275
550,insertion,Relevance Ascending,14550
553,insertion,Relevance Ascending,14450
556,insertion,Relevance Ascending,15625
559,insertion,Relevance Ascending,15133
562,insertion,Relevance Ascending,15875
565,insertion,Relevance Ascending,14866
568,insertion,Relevance Ascending,17166
571,insertion,Relevance Ascending,17175
574,insertion,Relevance Ascending,15300
577,insertion,Relevance Ascending,16466
580,insertion,Relevance Ascending,17375
583,insertion,Relevance Ascending,17675
586,insertion,Relevance Ascending,18575
589,insertion,Relevance Ascending,15975
592,insertion,Relevance Ascending,23775
595,insertion,Relevance Ascending,15825
598,insertion,Relevance Ascending,15950
601,insertion,Relevance Ascending,16000
604,insertion,Relevance Ascending,16575
607,insertion,Relevance Ascending,16325
610,insertion,Relevance Ascending,16600
613,insertion,Relevance Ascending,16566
616,insertion,Relevance Ascending,16550
619,insertion,Relevance Ascending,17100
622,insertion,Relevance Ascending,17125
625,insertion,Relevance Ascending,16800
628,insertion,Relevance Ascending,16925
631,insertion,Relevance Ascending,17100
634,insertion,Relevance Ascending,17650
637,insertion,Relevance Ascending,17475
640,insertion,Relevance Ascending,17400
643,insertion,Relevance Ascending,19625
646,insertion,Relevance Ascending,17366
649,insertion,Relevance Ascending,20950
652,insertion,Relevance Ascending,19875
655,insertion,Relevance Ascending,19975
658,insertion,Relevance Ascending,20900
661,insertion,Relevance Ascending,21575
664,insertion,Relevance Ascending,20150
667,insertion,Relevance Ascending,20550
670,insertion,Relevance Ascending,20375
673,insertion,Relevance Ascending,20425
676,insertion,Relevance Ascending,20366
679,insertion,Relevance Ascending,20700
682,insertion,Relevance Ascending,20800
685,insertion,Relevance Ascending,21500
688,insertion,Relevance Ascending,20833
691,insertion,Relevance Ascending,21033
694,insertion,Relevance Ascending,21133
697,insertion,Relevance Ascending,21300
700,insertion,Relevance Ascending,21525
703,insertion,Relevance Ascending,21550
706,insertion,Relevance Ascending,22100
709,insertion,Relevance Ascending,21533
712,insertion,Relevance Ascending,22850
715,insertion,Relevance Ascending,22175
718,insertion,Relevance Ascending,23650
721,insertion,Relevance Ascending,22225
724,insertion,Relevance Ascending,22425
727,insertion,Relevance Ascending,22250
730,insertion,Relevance Ascending,22525
733,insertion,Relevance Ascending,23000
736,insertion,Relevance Ascending,22433
739,insertion,Relevance Ascending,23125
742,insertion,Relevance Ascending,22700
745,insertion,Relevance Ascending,24425
748,insertion,Relevance Ascending,22833
751,insertion,Relevance Ascending,31075
754,insertion,Relevance Ascending,24450
757,insertion,Relevance Ascending,23333
760,insertion,Relevance Ascending,23433
763,insertion,Relevance Ascending,23166
766,insertion,Relevance Ascending,25550
769,insertion,Relevance Ascending,23700
772,insertion,Relevance Ascending,24100
775,insertion,Relevance Ascending,24325
778,insertion,Relevance Ascending,24333
781,insertion,Relevance Ascending,24400
784,insertion,Relevance Ascending,24033
787,insertion,Relevance Ascending,24050
790,insertion,Relevance Ascending,24125
793,insertion,Relevance Ascending,24600
796,insertion,Relevance Ascending,24475
799,insertion,Relevance Ascending,40350
802,insertion,Relevance Ascending,24200
805,insertion,Relevance Ascending,25050
808,insertion,Relevance Ascending,24733
811,insertion,Relevance Ascending,25500
814,insertion,Relevance Ascending,26275
817,insertion,Relevance Ascending,25625
820,insertion,Relevance Ascending,25100
823,insertion,Relevance Ascending,25233
826,insertion,Relevance Ascending,25300
829,insertion,Relevance Ascending,25600
832,insertion,Relevance Ascending,42525
835,insertion,Relevance Ascending,25850
838,insertion,Relevance Ascending,26325
841,insertion,Relevance Ascending,26100
844,insertion,Relevance Ascending,26450
847,insertion,Relevance Ascending,26175
850,insertion,Relevance Ascending,27000
853,insertion,Relevance Ascending,26825
856,insertion,Relevance Ascending,27950
859,insertion,Relevance Ascending,26750
862,insertion,Relevance Ascending,26333
865,insertion,Relevance Ascending,26625
868,insertion,Relevance Ascending,38600
871,insertion,Relevance Ascending,26700
874,insertion,Relevance Ascending,27150
877,insertion,Relevance Ascending,26933
880,insertion,Relevance Ascending,27225
883,insertion,Relevance Ascending,43950
886,insertion,Relevance Ascending,27200
889,insertion,Relevance Ascending,27950
892,insertion,Relevance Ascending,27200
895,insertion,Relevance Ascending,27633
898,insertion,Relevance Ascending,27700
901,insertion,Relevance Ascending,30325
904,insertion,Relevance Ascending,50000
907,insertion,Relevance Ascending,28400
910,insertion,Relevance Ascending,29300
913,insertion,Relevance Ascending,28125
916,insertion,Relevance Ascending,28175
919,insertion,Relevance Ascending,29025
922,insertion,Relevance Ascending,28275
925,insertion,Relevance Ascending,31050
928,insertion,Relevance Ascending,30750
931,insertion,Relevance Ascending,28700
934,insertion,Relevance Ascending,29225
937,insertion,Relevance Ascending,29600
940,insertion,Relevance Ascending,31225
943,insertion,Relevance Ascending,29425
946,insertion,Relevance Ascending,29825
949,insertion,Relevance Ascending,29950
952,insertion,Relevance Ascending,29600
955,insertion,Relevance Ascending,31675
958,insertion,Relevance Ascending,29750
961,insertion,Relevance Ascending,30575
1,mixed,Relevance Ascending,0
4,mixed,Relevance Ascending,125
7,mixed,Relevance Ascending,150
10,mixed,Relevance Ascending,225
13,mixed,Relevance Ascending,325
16,mixed,Relevance Ascending,400
19,mixed,Relevance Ascending,350
22,mixed,Relevance Ascending,400
25,mixed,Relevance Ascending,500
28,mixed,Relevance Ascending,7550
31,mixed,Relevance Ascending,10075
34,mixed,Relevance Ascending,12075
37,mixed,Relevance Ascending,13133
40,mixed,Relevance Ascending,15100
43,mixed,Relevance Ascending,17133
46,mixed,Relevance Ascending,21400
49,mixed,Relevance Ascending,22666
52,mixed,Relevance Ascending,25075
55,mixed,Relevance Ascending,28375
58,mixed,Relevance Ascending,34700
61,mixed,Relevance Ascending,35566
64,mixed,Relevance Ascending,39775
67,mixed,Relevance Ascending,44533
70,mixed,Relevance Ascending,45533
73,mixed,Relevance Ascending,50066
76,mixed,Relevance Ascending,53366
79,mixed,Relevance Ascending,59600
82,mixed,Relevance Ascending,67466
85,mixed,Relevance Ascending,67300
88,mixed,Relevance Ascending,74525
91,mixed,Relevance Ascending,106500
94,mixed,Relevance Ascending,83333
97,mixed,Relevance Ascending,90025
100,mixed,Relevance Ascending,96100
103,mixed,Relevance Ascending,103600
106,mixed,Relevance Ascending,108575
109,mixed,Relevance Ascending,122575
112,mixed,Relevance Ascending,131866
115,mixed,Relevance Ascending,128900
118,mixed,Relevance Ascending,142800
121,mixed,Relevance Ascending,146650
124,mixed,Relevance Ascending,154125
127,mixed,Relevance Ascending,171900
130,mixed,Relevance Ascending,170250
133,mixed,Relevance Ascending,182033
136,mixed,Relevance Ascending,193725
139,mixed,Relevance Ascending,197933
142,mixed,Relevance Ascending,204325
145,mixed,Relevance Ascending,226100
148,mixed,Relevance Ascending,223966
151,mixed,Relevance Ascending,235200
154,mixed,Relevance Ascending,245350
157,mixed,Relevance Ascending,276433
160,mixed,Relevance Ascending,264175
163,mixed,Relevance Ascending,276900
166,mixed,Relevance Ascending,288000
169,mixed,Relevance Ascending,468375
172,mixed,Relevance Ascending,344950
175,mixed,Relevance Ascending,374650
178,mixed,Relevance Ascending,341266
181,mixed,Relevance Ascending,370750
184,mixed,Relevance Ascending,451700
187,mixed,Relevance Ascending,372233
190,mixed,Relevance Ascending,406100
193,mixed,Relevance Ascending,398133
196,mixed,Relevance Ascending,409125
199,mixed,Relevance Ascending,566450
202,mixed,Relevance Ascending,437250
205,mixed,Relevance Ascending,458066
208,mixed,Relevance Ascending,466966
211,mixed,Relevance Ascending,498250
214,mixed,Relevance Ascending,509766
217,mixed,Relevance Ascending,563800
220,mixed,Relevance Ascending,524933
223,mixed,Relevance Ascending,541466
226,mixed,Relevance Ascending,586566
229,mixed,Relevance Ascending,638400
232,mixed,Relevance Ascending,614633
235,mixed,Relevance Ascending,604666
238,mixed,Relevance Ascending,616300
241,mixed,Relevance Ascending,644600
244,mixed,Relevance Ascending,674700
247,mixed,Relevance Ascending,713366
250,mixed,Relevance Ascending,687225
253,mixed,Relevance Ascending,693200
256,mixed,Relevance Ascending,773075
259,mixed,Relevance Ascending,776350
262,mixed,Relevance Ascending,760466
265,mixed,Relevance Ascending,911150
268,mixed,Relevance Ascending,803000
271,mixed,Relevance Ascending,844975
274,mixed,Relevance Ascending,890300
277,mixed,Relevance Ascending,853833
280,mixed,Relevance Ascending,957100
283,mixed,Relevance Ascending,898233
286,mixed,Relevance Ascending,941525
289,mixed,Relevance Ascending,952000
292,mixed,Relevance Ascending,953900
295,mixed,Relevance Ascending,1119350
298,mixed,Relevance Ascending,1066166
301,mixed,Relevance Ascending,1258975
304,mixed,Relevance Ascending,1131725
307,mixed,Relevance Ascending,1063100
310,mixed,Relevance Ascending,1301375
313,mixed,Relevance Ascending,1091033
316,mixed,Relevance Ascending,1219900
319,mixed,Relevance Ascending,1151600
322,mixed,Relevance Ascending,1199375
325,mixed,Relevance Ascending,1323933
328,mixed,Relevance Ascending,1201900
331,mixed,Relevance Ascending,1426750
334,mixed,Relevance Ascending,1321150
337,mixed,Relevance Ascending,1371633
340,mixed,Relevance Ascending,1432950
343,mixed,Relevance Ascending,1490600
346,mixed,Relevance Ascending,1358925
349,mixed,Relevance Ascending,1576925
352,mixed,Relevance Ascending,1495575
355,mixed,Relevance Ascending,1629900
358,mixed,Relevance Ascending,1454675
361,mixed,Relevance Ascending,1549433
364,mixed,Relevance Ascending,1618275
367,mixed,Relevance Ascending,1670666
370,mixed,Relevance Ascending,1654666
373,mixed,Relevance Ascending,1784550
376,mixed,Relevance Ascending,1610633
379,mixed,Relevance Ascending,1753375
382,mixed,Relevance Ascending,1745400
385,mixed,Relevance Ascending,1826733
388,mixed,Relevance Ascending,1847866
391,mixed,Relevance Ascending,1921100
394,mixed,Relevance Ascending,1874300
397,mixed,Relevance Ascending,2120850
400,mixed,Relevance Ascending,2051700
403,mixed,Relevance Ascending,1932066
406,mixed,Relevance Ascending,1991850
409,mixed,Relevance Ascending,2024033
412,mixed,Relevance Ascending,1960800
415,mixed,Relevance Ascending,2037500
418,mixed,Relevance Ascending,2385775
421,mixed,Relevance Ascending,2184733
424,mixed,Relevance Ascending,2218925
427,mixed,Relevance Ascending,2282633
430,mixed,Relevance Ascending,2489900
433,mixed,Relevance Ascending,2185266
436,mixed,Relevance Ascending,2277966
439,mixed,Relevance Ascending,2549200
442,mixed,Relevance Ascending,2644925
445,mixed,Relevance Ascending,2431600
448,mixed,Relevance Ascending,2344550
451,mixed,Relevance Ascending,2551433
454,mixed,Relevance Ascending,2648700
457,mixed,Relevance Ascending,2638000
460,mixed,Relevance Ascending,2618350
463,mixed,Relevance Ascending,2913975
466,mixed,Relevance Ascending,2812533
469,mixed,Relevance Ascending,2664566
472,mixed,Relevance Ascending,2829300
475,mixed,Relevance Ascending,2814200
478,mixed,Relevance Ascending,2671725
481,mixed,Relevance Ascending,2997900
484,mixed,Relevance Ascending,2840133
487,mixed,Relevance Ascending,3023633
490,mixed,Relevance Ascending,3462900
493,mixed,Relevance Ascending,3053666
496,mixed,Relevance Ascending,3136966
499,mixed,Relevance Ascending,3105233
502,mixed,Relevance Ascending,3336575
505,mixed,Relevance Ascending,3160566
508,mixed,Relevance Ascending,3493400
511,mixed,Relevance Ascending,3371366
514,mixed,Relevance Ascending,3672933
517,mixed,Relevance Ascending,3671700
520,mixed,Relevance Ascending,3618300
523,mixed,Relevance Ascending,3687650
526,mixed,Relevance Ascending,3643750
529,mixed,Relevance Ascending,3942550
532,mixed,Relevance Ascending,3890125
535,mixed,Relevance Ascending,3718633
538,mixed,Relevance Ascending,3813933
541,mixed,Relevance Ascending,3646033
544,mixed,Relevance Ascending,4047175
547,mixed,Relevance Ascending,4042166
550,mixed,Relevance Ascending,4289900
553,mixed,Relevance Ascending,4207475
556,mixed,Relevance Ascending,4267575
559,mixed,Relevance Ascending,4235000
562,mixed,Relevance Ascending,4142833
565,mixed,Relevance Ascending,4207966
568,mixed,Relevance Ascending,4554300
571,mixed,Relevance Ascending,4870866
574,mixed,Relevance Ascending,4370033
577,mixed,Relevance Ascending,4293666
580,mixed,Relevance Ascending,4447933
583,mixed,Relevance Ascending,4398233
586,mixed,Relevance Ascending,4476533
589,mixed,Relevance Ascending,4745766
592,mixed,Relevance Ascending,4880375
595,mixed,Relevance Ascending,5178600
598,mixed,Relevance Ascending,4900733
601,mixed,Relevance Ascending,5165500
604,mixed,Relevance Ascending,5129775
607,mixed,Relevance Ascending,5107150
610,mixed,Relevance Ascending,5317450
613,mixed,Relevance Ascending,5095700
616,mixed,Relevance Ascending,5105066
619,mixed,Relevance Ascending,5301375
622,mixed,Relevance Ascending,5305033
625,mixed,Relevance Ascending,5255833
628,mixed,Relevance Ascending,5718900
631,mixed,Relevance Ascending,5621125
634,mixed,Relevance Ascending,5857875
637,mixed,Relevance Ascending,5678766
640,mixed,Relevance Ascending,5817700
643,mixed,Relevance Ascending,5862566
646,mixed,Relevance Ascending,6325650
649,mixed,Relevance Ascending,7534500
652,mixed,Relevance Ascending,6957225
655,mixed,Relevance Ascending,6579066
658,mixed,Relevance Ascending,6136725
661,mixed,Relevance Ascending,6236050
664,mixed,Relevance Ascending,6194350
667,mixed,Relevance Ascending,6198966
